source_id,locator,knowledge_id,supported_scope,reviewed_at
SRC-GDRIVE-FILE-0013,Manifest Preview guide pages 2-3,KNO-FORGE-MANIFEST-PERMISSIONS-001,Version-specific permission-gated availability,2026-08-08
SRC-GDRIVE-FILE-0013,Manifest Preview guide pages 4-6 and 13-14,KNO-FORGE-MANIFEST-SEARCH-001,"Defines summary, expand, map prerequisite, premium filters, and search by address/shipper/SID.",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 12,KNO-DEL-SIG-ASR-001,"Defines ASR age, labeled-address signature, government-ID check, no-release rules, and the no-signer attempt branch",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 12,KNO-DEL-SIG-ISR-001,Defines ISR authorization sources and the signature-service unsuccessful-attempt branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 13,KNO-DEL-ALCOHOL-001,Alcohol-label forms ID signature release intoxication failed-attempt notice and penalty warning,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 14,KNO-DEL-PREMIUM-WINDOW-001,Premium-service family and requested-service requirement,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 14,KNO-DEL-SIG-ASR-001,Defines apartment/mailroom/central-receiving ASR conditions and continued age verification,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 15,KNO-DEL-PREMIUM-WINDOW-001,"Appointment, Date Certain, Evening, and initial Time Definite rules",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 16,KNO-DEL-PREMIUM-WINDOW-001,Time Definite service-specific commit distinctions,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 19,KNO-DEL-DOORTAG-001,"Defines door-tag purpose, checkbox/signature-strip handling, barcode linkage, qualifying scenarios, prohibited placements, main-entrance placement, and PPODA prompt",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 19,KNO-DEL-SIG-ISR-001,"Defines door-tag scanning, placement, and PPODA prompts",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 20,KNO-DEL-DOORTAG-001,"Defines indirect-delivery location notation, tag scanning, and placement at the original recipient's primary entrance",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 20,KNO-DEL-SIG-ISR-001,"Defines indirect delivery, alternate-address entry, signature, and recipient door-tag notification",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 22,KNO-DEL-SIG-ISR-001,"Defines signed-door-tag eligibility, safe release, ALT/name/photo steps, and physical-tag return",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 23,KNO-DEL-DOORTAG-001,Defines the photography-restricted-location screen used to bypass photo capture,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 23,KNO-DEL-SIG-ISR-001,Defines paper and digital SRA concepts and the barcoded/non-barcoded split,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 24,KNO-DEL-SIG-ISR-001,Defines non-barcoded SRA processing and check-in,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 25,KNO-DEL-SIG-ISR-001,Defines barcoded SRA processing and the Electronic Signature Received intercept/icon,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 28,KNO-DEL-SAFEPLACE-001,"Ordinary residential recipient-not-home release, indirect, and later-attempt options",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 29,KNO-DEL-LOCKER-FAIL-001,"Current locker eligibility, status, failure recovery, access-code security, and placement prohibition",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 30,KNO-DEL-PLACEMENT-HAZARD-001,"Secure placement, mailbox prohibition, and PPOD applicability",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 30,KNO-DEL-PPOD-001,"Defines residential PPOD applicability, Met Customer exception, actual-location capture, and customer visibility",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 30,KNO-DEL-SAFEPLACE-001,"Secure placement, mailbox, and residential PPOD rules",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 31,KNO-DEL-DOORTAG-001,Corroborates completed/scanned indirect-delivery tag placement in plain sight at the primary entrance and prohibits placement on the package,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 31,KNO-DEL-PLACEMENT-HAZARD-001,Required PPOD capture and completion,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 31,KNO-DEL-PPOD-001,"Defines capture, delete/recapture, required-photo warning, and completion sequence",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 31,KNO-DEL-SAFEPLACE-001,Indirect-delivery door-tag placement,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 32,KNO-DEL-ALCOHOL-001,ASR age labeled-address signature government-ID scan and no-release requirements,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 32,KNO-DEL-SIG-ASR-001,"Defines ASR age, address, ID scan, signature, and no driver/indirect release requirements",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 33,KNO-DEL-ALCOHOL-001,ID-refusal disposition and limited manual-verification contingency,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 33,KNO-DEL-SIG-ASR-001,Defines ID refusal disposition and the limited manual DOB/visual-verification contingency,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 34,KNO-DEL-ALCOHOL-001,Unavailable-signer status and Shipment Status Door Tag requirements,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 34,KNO-DEL-DOORTAG-001,Defines recipient-not-in status/tag expectations and PPODA image-content requirements,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 34,KNO-DEL-PLACEMENT-HAZARD-001,"No-safe-place documentation, return, and PPODA applicability",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 34,KNO-DEL-PPOD-001,"Defines PPODA status scope, door-tag/location subject, context, clarity, people, and residential-sensitive-information rules",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 34,KNO-DEL-SAFEPLACE-001,No-safe-place neighbor and unsuccessful-return branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 34,KNO-DEL-SIG-ASR-001,"Defines the no-signer non-delivery status, door-tag, and PPODA branch",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 35,KNO-DEL-DOORTAG-001,Defines the PPODA capture/close sequence and restricted-location bypass,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 35,KNO-DEL-PLACEMENT-HAZARD-001,Prompted PPODA capture,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 35,KNO-DEL-PPOD-001,"Defines PPODA completion/restricted-location handling and business PPODB applicability, placement subject, public-signage, restricted-entrance privacy, and context rules",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 35,KNO-DEL-SAFEPLACE-001,Prompted PPODA capture and restricted-location bypass,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 45,KNO-DEL-SENSEAWARE-TAG-001,Current SenseAware ID removal timing recipient handoff and station return,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-DEL-ATTEMPT-LIMIT-001,Establishes QA handoff after three unsuccessful attempts and preserves the possibility of approved further attempts.,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-DEL-BARCODE-001,Missing/00 barcode decision,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-DEL-PLACEMENT-HAZARD-001,Code 007 and station return when release options are unavailable,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-DEL-SAFEPLACE-001,"Neighbor eligibility, signature, location, door tag, code 007, and return sequence",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-DEL-SIG-ISR-001,"Defines neighbor-signature, indirect-location, door-tag, unsuccessful-status, and after-three-attempt QA branches",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-FORGE-COMMENT-SCOPE-001,Current damage Package Comment path,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 page 36,KNO-FORGE-EDIT-ADDRESS-001,Status Code 002 definition,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 40,KNO-FORGE-EDIT-ADDRESS-001,Undelivered-package notation fields,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 46,KNO-FORGE-EDIT-ADDRESS-001,Entered-ZIP correction and recipient-moved code-002 return,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 49,KNO-PUP-UNLISTED-001,"Pickup selection, listed matching, assignment, and Not on List branch",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 50,KNO-PUP-UNLISTED-001,"Address acceptance, premium prompt, stop type, and close initiation",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 51,KNO-PUP-UNLISTED-001,"Stop type, package count, and close summary",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 66,KNO-PUP-OFFER-DECLINE-001,Pickup Offer acceptance and undefined decline limitation,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 page 68,KNO-PUP-PRR-001,Pickup Research Request facts and response,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 page 68,KNO-PUP-UNLISTED-001,Unlisted pickup may still be serviced,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 69,KNO-PUP-SCAN-INTEGRITY-001,Pickup-time scans customer-location reconciliation and Status Code 26 manual-update scanner-failure branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 82,KNO-SEC-FACILITY-VEHICLE-001,Personal-vehicle parking and Alternative Vehicle facility-entry conditions,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 page 84,KNO-COMMS-MEDIA-001,Current FedEx-premises recording prohibition,2026-08-08
SRC-GDRIVE-FILE-0014,"OP-117 pages 12-13, 19, 34-35, and 46",KNO-DEL-SIG-DSR-001,DSR signature location and unsuccessful-attempt path,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 20-22 and 46,KNO-DEL-APT-001,Accessible apartment attempt followed by indirect delivery,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 40-41,KNO-DEL-DISPUTE-PREVENTION-001,"Disputed-delivery prevention, scanning integrity, indirect delivery, and door-tag requirements",2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 44-45,KNO-DEL-HAL-UNABLE-001,Code 250 reasons and after-close OP-406 QA-return sequence,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 page 47,KNO-PUP-PACKAGING-001,Shipper packaging responsibility marking and new-condition expectation,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 48,KNO-PUP-PACKAGING-001,Defects old-label coverage sealing and recurring concern notification,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 page 69,KNO-PUP-PACKAGING-001,Sturdy cardboard all-seam tape not-advisable caution and customer referral,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 pages 52-54,KNO-PUP-CALLTAG-NOTREADY-001,Call tag not ready and no same-day return,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 65-66 and 69,KNO-PUP-WRONG-WA-001,Predispatch versus postdispatch pickup transfer,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 65-69,KNO-PUP-WINDOW-RISK-001,Pickup-window update and CXPC alert branch,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 77 and 80,KNO-HAZ-LEAK-001,Leaking/damaged hazmat on-route emergency,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 8-10,KNO-HOS-DUTY-LIMITS-001,On-duty/driving classification and normal HOS framework,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 83-84,KNO-SEC-WEAPONS-SCREENING-001,"Weapons prohibition, screening, and denied-access rules",2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 pages 9-10,KNO-HOS-SHORT-ADVERSE-001,"Short-haul, reporting-location, 16-hour, and adverse-condition branches",2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 11 — incorrect-scan deletion,KNO-FORGE-DELETE-SCAN-001,Current OP-117 wrong-scan Delete Scan action,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 12 — misdelivery and redelivery distinction,KNO-FORGE-DELETE-SCAN-001,Current OP-117 actual-misdelivery/redelivery distinction,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 14,KNO-DEL-TOBACCO-001,Tobacco/vape prohibition consumer rule and station escalation,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 16 — classification tracking requirement,KNO-DEL-CLASSIFICATION-001,Current classification tracking requirement,2026-08-09
SRC-GDRIVE-FILE-0014,"OP-117 v2 page 17 — definitions, mixed-location examples, and fallback",KNO-DEL-CLASSIFICATION-001,"Current definitions, mixed-location branches, and Business fallback",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 18 — commercial examples,KNO-DEL-CLASSIFICATION-001,Current commercial examples,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 27 — Driver release authorized by the shipper,KNO-DEL-SHIPPER-RELEASE-001,"Current advance-enrolled-shipper, no-signature, status-removal, release, and door-tag workflow",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 34 — no hazmat driver release and recipient-unavailable attempt handling,KNO-DEL-HAZMAT-SIGNATURE-001,Current no-driver-release and recipient-unavailable attempt branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 35 — PPODA capture and restricted-location bypass,KNO-DEL-HAZMAT-SIGNATURE-001,Current PPODA and restricted-location branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 36,KNO-DEL-DAMAGE-INSPECTION-001,Possible-damage inspection code and station-return requirement,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 36,KNO-DEL-REFUSED-001,Ordinary recipient-refusal status-code condition and source-scope limit,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 36,KNO-DEL-SECURITY-NODELIVERY-001,Security-prevented no-delivery code and station-return requirement,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 38,KNO-DEL-DAMAGE-INSPECTION-001,Restricted call-tag damage leak hazmat and packaging refusal branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 39,KNO-DEL-SECURITY-NODELIVERY-001,Security-delay distinction Express-only code 364 and Ground informational limit,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 40,KNO-DEL-DAMAGE-INSPECTION-001,Undelivered-package notation fields and status consistency,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 40,KNO-DEL-NOTATION-001,Undelivered-package notation and code-100 marking,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 40,KNO-DEL-SECURITY-NODELIVERY-001,Undelivered-package notation fields and status consistency,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 42 — HAL label identification context,KNO-DEL-HAL-NONHAL-TRANSFER-001,Current HAL label-identification context,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 42 — direct HAL label identification,KNO-DEL-HAL-DELIVERY-001,Current direct-HAL identification,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 43 — HAL/RTH designation and mixed-stop screen context,KNO-DEL-HAL-NONHAL-TRANSFER-001,Current HAL/RTH designation and mixed-stop context,2026-08-09
SRC-GDRIVE-FILE-0014,"OP-117 v2 page 43 — RTH address, manifest, code 095, and location categories",KNO-DEL-HAL-DELIVERY-001,"Current RTH address, manifest, status, categories, and Other Location branch",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 44,KNO-DOC-HANDSHEET-001,Current HAL-only OP-207/OP-207Res outage contingency and tablet-flap reference,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 44 — HAL hand-sheet source limit,KNO-DEL-HAL-DELIVERY-001,Current outage hand-sheet source limit only,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 44 — non-HAL transfer decision and retain-original branch,KNO-DEL-HAL-NONHAL-TRANSFER-001,Current non-HAL high-confidence transfer and retain-original branches,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 46 — missing and 00 barcode contingencies,KNO-FORGE-MANUAL-BARCODE-001,Missing-barcode return and exact 00/2D/96 barcode contingency,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 53,KNO-PUP-CALLTAG-SUCCESS-001,Successful call-tag label status and receipt,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 54,KNO-PUP-CALLTAG-REFUSED-001,Refused call-tag documentation and check-in,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 6,KNO-ETH-FALSIFICATION-001,Falsification examples and agreement significance,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 61,KNO-PUP-DROPBOX-CONNECTION-001,"Not-available branch, CXPC determination, and controlled manual-combination entry",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 64,KNO-PUP-DROPBOX-EARLY-LAST-001,"Early Last Pickup application, connection, and scan-and-close completion",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 64,KNO-PUP-DROPBOX-SERIAL-001,Listed-pickup serial scan/manual entry and DONE recording,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 69,KNO-PUP-SCANNER-FAIL-001,Pickup scanner failure code and manual update data,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 69,KNO-PUP-VEHICLE-CAPACITY-001,Insufficient pickup vehicle capacity escalation,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 69 — delivery/pickup combo-stop rule,KNO-FORGE-COMBO-STOP-001,Current same-location delivery/pickup combo-stop rule,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 7,KNO-DOT-ROADSIDE-REPORT-001,Roadside inspection report handoff,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 70 — single/multiple-stop scenario table,KNO-FORGE-COMBO-STOP-001,"Current apartment, locker, commercial, combo, retail/HAL, Walmart, and unsuccessful stop table",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 71,KNO-PUP-ZERO-001,No-advance one-stop versus CXPC advance-notice zero-stop distinction and appropriate reason code,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 73,KNO-HAZ-RADIOACTIVE-WET-001,Radioactive III and Dangerous When Wet special-pickup rule,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 80,KNO-HAZ-SF136-001,Special Permit 14691 hazmat return,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 81,KNO-ETH-FALSIFICATION-001,Fraudulent badge/use prohibition,2026-08-08
SRC-GDRIVE-FILE-0014,"OP-117 v2 page 81 — current badge display, entry, and other-person-badge prohibition",KNO-CX-APPEARANCE-001,"Current badge display, entry, and other-badge prohibition",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 82 — temporary and replacement badge processes,KNO-CX-APPEARANCE-001,Current temporary/replacement badge paths,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 84,KNO-SEC-STOLEN-VEHICLE-001,Driver/personnel GSOC-first source branch,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 84 — Security of packages,KNO-SEC-ROUTE-001,Continuous package-security and vehicle theft-prevention controls,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 84 — stolen-vehicle reporting sequence,KNO-SEC-INCIDENT-REPORT-001,One stolen-vehicle caller/order branch supporting deferral to the conflict record,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 85 — Violence prevention awareness,KNO-SEC-INCIDENT-REPORT-001,"Violence/threat definition, immediate reporting, source-defined channels, and emergency 9-1-1",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 86 — Reporting of security incidents / FedEx Alert Line,KNO-SEC-INCIDENT-REPORT-001,"Incident types, immediate FedEx reporting channels, Alert Line availability, and incident-number retention",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 87 — Personal security / After a situation,KNO-SEC-INCIDENT-REPORT-001,"Personal safety, no-property resistance, emergency contact, witnesses, and descriptive observations",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 87 — Security awareness,KNO-SEC-ROUTE-001,"Working-lock, pre-trip, parking, awareness, blocked-vision, confrontation, and after-situation precautions",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 23 and 47,KNO-DEL-OP206-001,Manual signature release card sequence,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 23-25,KNO-DEL-SRA-001,Barcoded and non-barcoded SRA processing,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 26 — recipient-authorized business release,KNO-DEL-BUS-OP201-001,Recipient OP-201 workflow and on-file confirmation,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 27 — no-OP-201 prohibition and shipper exception,KNO-DEL-BUS-OP201-001,No-release branch and separate enrolled-shipper exception,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 29-30 — Driver releasing a package / Secure location,KNO-DEL-SHIPPER-RELEASE-001,Current secure-location and reasonable-delivery-instruction controls for driver release,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 40-41,KNO-DEL-SCAN-INTEGRITY-001,Actual-location/time scanning and pre-scan prohibition,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 53-54 and 81,KNO-PUP-CALLTAG-RESTRICTED-001,Restricted and hazardous-material call-tag refusal,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 54-55,KNO-PUP-SENSEAWARE-NOHEALTHY-001,SenseAware pickup exception handling,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 56-58,KNO-PUP-DROPBOX-CONNECTION-001,"Listed/unlisted scope, NFC primary workflow, device-capability display, positioning, and successful opening",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 59-60,KNO-PUP-DROPBOX-CONNECTION-001,"NFC retries and BLE transition; BLE activation, positioning, timeout, retries, and assistance branch",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 6,KNO-INC-ACCIDENT-REPORT-001,Accident response reporting OP-130 and evidence preservation,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 61-63,KNO-PUP-DROPBOX-SETTINGS-001,"Complete setup/update sequence, serial, times, send, FINISH, and no-modification behavior",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 61-64,KNO-PUP-DROPBOX-CONNECTION-001,"Connection sequence reused by setup, holiday-closing, and early-last-pickup workflows",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 61-64,KNO-PUP-DROPBOX-SCHEDULE-001,Mechanical workflows present but role-based change authority not stated,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 63-64,KNO-PUP-DROPBOX-HOLIDAY-001,"Holiday date selection/confirmation, connection update, and no-modification warning",2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 68-69,KNO-DEL-DAMAGE-INSPECTION-001,Separate pickup packaging acceptance and damage-risk branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 71 and 81,KNO-HAZ-AKHI-001,Alaska and Hawaii hazmat prohibition,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 72,KNO-HAZ-ACCEPTANCE-001,Hazmat pickup package and certification acceptance checks,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 73,KNO-HAZ-ACCEPTANCE-001,Hazmat rejection and shipper hotline branch plus repeated acceptance checks,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 75,KNO-HAZ-ACCEPTANCE-001,Fully regulated hazmat certification-copy custody and station return,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 77,KNO-HAZ-ACCEPTANCE-001,Hazmat package identification and end-of-day station return,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 78,KNO-HAZ-ACCEPTANCE-001,Hazmat paperwork exceptions rejection and certification content,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 73,KNO-HAZ-LOAD-PAPERS-001,Baseline loading paperwork access and SIG/CDL escalation,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 79,KNO-HAZ-LOAD-PAPERS-001,Paperwork relay loading weight and return details,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 76 and 80,KNO-HAZ-MANIFEST-001,Hazmat manifest and outage-transfer contingency,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 77 and 80,KNO-DEL-DAMAGE-INSPECTION-001,Separate leaking or damaged hazardous-material emergency and station-contact branch,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 81-82,KNO-SEC-LOST-BADGE-001,Forgotten lost replaced and found badge branches,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 pages 85-86,KNO-SEC-ACTIVE-THREAT-001,Active-threat response sequence,2026-08-08
SRC-GDRIVE-FILE-0014,OP-117 v2 page 86,KNO-SEC-STOLEN-VEHICLE-001,Safe emergency call timing and general security-reporting channels,2026-08-09
SRC-GDRIVE-FILE-0014,OP-117 v2 page 87,KNO-SEC-STOLEN-VEHICLE-001,Personal-safety and post-confrontation witness/description actions,2026-08-09
SRC-GDRIVE-FILE-0015,Package Placement Quick Reference page 2,KNO-DEL-PLACEMENT-HAZARD-001,Placement-hazard and failed-release summary,2026-08-09
SRC-GDRIVE-FILE-0016,"Personnel Qualification Verification Flow, full page",KNO-QUAL-L10-ACTIVATION-001,L10 ISP driver qualification and activation stages,2026-08-08
SRC-MGB-DOC-0006,"OP-130 page 1, steps 1-8",KNO-INC-ACCIDENT-REPORT-001,Current detailed accident-scene sequence linked to the general reporting record,2026-08-08
SRC-MGB-DOC-0006,"OP-130 page 1, steps 1-8",KNO-INC-ACCIDENT-SCENE-001,"Immediate accident scene sequence, contacts, evidence, protection, scene hold, and documentation",2026-08-08
SRC-MGB-DOC-0007,"OP-132 single page, Rev 8/2025",KNO-INC-ACCIDENT-SCENE-001,"Passenger/other-driver/witness form roles, injury, contact, remarks, and signature fields",2026-08-08
SRC-MGB-DOC-0011,Dog Bite Prevention page 2,KNO-SAF-DOG-ENCOUNTER-001,Route-interaction context and any-dog-can-bite warning,2026-08-09
SRC-MGB-DOC-0011,Dog Bite Prevention page 3,KNO-SAF-DOG-ENCOUNTER-001,"Unfamiliar-dog avoidance, appearance limits, and disposition warning",2026-08-09
SRC-MGB-DOC-0011,Dog Bite Prevention page 4,KNO-SAF-DOG-ENCOUNTER-001,Approaching-dog response sequence,2026-08-09
SRC-MGB-DOC-0011,Dog Bite Prevention page 5,KNO-SAF-DOG-ENCOUNTER-001,"Knockdown protection, object barrier, package contingency, and breed-risk limit",2026-08-09
SRC-MGB-DOC-0011,Dog Bite Prevention page 6,KNO-SAF-DOG-ENCOUNTER-001,"Post-wound vaccination, contact, cleaning, medical, veterinarian, and animal-control steps",2026-08-09
SRC-MGB-DOC-0011,Dog Bite Prevention pages 1-7 — complete review boundary,KNO-SAF-DOG-ENCOUNTER-001,"Complete-review boundary confirming no delivery status, package disposition, or internal business-reporting procedure is stated",2026-08-09
SRC-MGB-PAGE-0002,Leaking-package response and ERG sections,KNO-HAZ-LEAK-001,Current leaking-hazmat emergency corroboration,2026-08-08
SRC-MGB-PAGE-0002,Required hazmat documentation section,KNO-HAZ-LOAD-PAPERS-001,Current certification ERG manifest outage and seat requirements,2026-08-09
SRC-MGB-PAGE-0002,Placarding section,KNO-HAZ-LOAD-PAPERS-001,Current weight calculation and exceptions,2026-08-09
