source_id,title,page,page_count,section_or_subject,coverage_disposition,knowledge_ids,reference_record_count,coverage_basis,required_follow_up
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,64,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,65,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,66,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,67,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,68,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,69,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,70,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,71,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,72,246,Misdelivery pickup and same-day redelivery,KNOWLEDGE_MAPPED,KNO-DEL-MISDELIVERY-RECOVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,73,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-SIG-ISR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,74,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-SIG-ISR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,75,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-SIG-ISR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,76,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-SIG-ISR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,77,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-PPOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,78,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-PPOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,79,246,"Indirect, residential, and business release",UI_SCREEN_REFERENCE,,0,"Intermediate residential release screen showing the locker-number prompt and SKIP control; it does not independently establish locker eligibility, when omission is authorized, or PPOD content requirements.",
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,80,246,"Indirect, residential, and business release",UI_SCREEN_REFERENCE,,0,Intermediate residential release screen showing an optional door-tag scan for non-Other release selections; current door-tag requirements are established by mapped OP-117 procedures.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,81,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-PPOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,82,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-PPOD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,83,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-BUS-OP201-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,84,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-BUS-OP201-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,85,246,"Indirect, residential, and business release",KNOWLEDGE_MAPPED,KNO-DEL-BUS-OP201-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,86,246,International pickup documents,KNOWLEDGE_MAPPED,KNO-PUP-INTERNATIONAL-DOCS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,87,246,International pickup documents,KNOWLEDGE_MAPPED,KNO-PUP-INTERNATIONAL-DOCS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,88,246,International pickup documents,KNOWLEDGE_MAPPED,KNO-PUP-INTERNATIONAL-DOCS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,89,246,International pickup documents,KNOWLEDGE_MAPPED,KNO-PUP-INTERNATIONAL-DOCS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,90,246,International pickup documents,KNOWLEDGE_MAPPED,KNO-PUP-INTERNATIONAL-DOCS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,91,246,International pickup documents,KNOWLEDGE_MAPPED,KNO-PUP-INTERNATIONAL-DOCS-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,92,246,Adult Signature Required delivery,KNOWLEDGE_MAPPED,KNO-DEL-SIG-ASR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,93,246,Adult Signature Required delivery,UI_SCREEN_REFERENCE,,0,Intermediate ASR time-definite and Stop Details screens; the page adds no independent ASR rule beyond the mapped eligibility and completion pages.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,94,246,Adult Signature Required delivery,KNOWLEDGE_MAPPED,KNO-DEL-SIG-ASR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,95,246,Adult Signature Required delivery,KNOWLEDGE_MAPPED,KNO-DEL-SIG-ASR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,96,246,Adult Signature Required delivery,KNOWLEDGE_MAPPED,KNO-DEL-SIG-ASR-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,97,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-COD-MULTI-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,98,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-COD-MULTI-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,99,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-COD-MULTI-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,100,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-COD-MULTI-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,101,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-COD-MULTI-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,102,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-SENSEAWARE-TAG-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,103,246,COD and SenseAware delivery,KNOWLEDGE_MAPPED,KNO-DEL-SENSEAWARE-TAG-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,104,246,Pharmacy and critical-healthcare delivery,KNOWLEDGE_MAPPED,KNO-DEL-PHARMACY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,105,246,Pharmacy and critical-healthcare delivery,KNOWLEDGE_MAPPED,KNO-DEL-PHARMACY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,106,246,Pharmacy and critical-healthcare delivery,KNOWLEDGE_MAPPED,KNO-DEL-PHARMACY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,107,246,Pharmacy and critical-healthcare delivery,KNOWLEDGE_MAPPED,KNO-DEL-CRITICAL-HEALTH-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,108,246,Pharmacy and critical-healthcare delivery,KNOWLEDGE_MAPPED,KNO-DEL-CRITICAL-HEALTH-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,109,246,Pharmacy and critical-healthcare delivery,KNOWLEDGE_MAPPED,KNO-DEL-CRITICAL-HEALTH-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,110,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAL-DELIVERY-001;KNO-DEL-HAL-NONHAL-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,111,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAL-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,112,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAL-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,113,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAL-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,114,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAL-NONHAL-TRANSFER-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,115,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAZMAT-SIGNATURE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,116,246,HAL transfer and hazmat delivery,KNOWLEDGE_MAPPED,KNO-DEL-HAZMAT-SIGNATURE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,117,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-UNLISTED-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,118,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-UNLISTED-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,119,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-UNLISTED-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,120,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-UNLISTED-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,121,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-UNLISTED-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,122,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-FORGE-CALLTAG-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,123,246,"Unlisted hazmat, call-tag, and SenseAware pickup",UI_SCREEN_REFERENCE,,0,Intermediate call-tag Pickup selection and listed-stop dropdown screens; the generic unlisted-pickup procedure is established by current OP-117 and its mapped FORGE workflow.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,124,246,"Unlisted hazmat, call-tag, and SenseAware pickup",UI_SCREEN_REFERENCE,,0,Intermediate call-tag listed-stop assignment and Not On List branch screens; the generic branch is established by the mapped unlisted-pickup procedure.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,125,246,"Unlisted hazmat, call-tag, and SenseAware pickup",UI_SCREEN_REFERENCE,,0,Intermediate call-tag address-entry and action-menu screens; the page adds no independent rule beyond the mapped unlisted-pickup and call-tag action-scope procedures.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,126,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-FORGE-CALLTAG-SCOPE-001;KNO-PUP-CALLTAG-FRAUD-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,127,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-FORGE-CALLTAG-SCOPE-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,128,246,"Unlisted hazmat, call-tag, and SenseAware pickup",UI_SCREEN_REFERENCE,,0,Blank continuation page within the call-tag walkthrough; no independent procedure.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,129,246,"Unlisted hazmat, call-tag, and SenseAware pickup",UI_SCREEN_REFERENCE,,0,Intermediate call-tag stop-type and close-control screens; the generic stop classification and close mechanics are established by mapped pickup procedures.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,130,246,"Unlisted hazmat, call-tag, and SenseAware pickup",UI_SCREEN_REFERENCE,,0,Intermediate call-tag close-summary and Non-Delivered Package screens; the page adds no independent outcome rule beyond the mapped call-tag procedures.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,131,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-SENSEAWARE-NOHEALTHY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,132,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-SENSEAWARE-NOHEALTHY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,133,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-SENSEAWARE-NOHEALTHY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,134,246,"Unlisted hazmat, call-tag, and SenseAware pickup",KNOWLEDGE_MAPPED,KNO-PUP-SENSEAWARE-NOHEALTHY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,135,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,136,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,137,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,138,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,139,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,140,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,141,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,142,246,Bulk delivery and pickup,KNOWLEDGE_MAPPED,KNO-FORGE-BULK-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,143,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBINE-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,144,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBINE-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,145,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBINE-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,146,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-SPLIT-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,147,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-SPLIT-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,148,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-SPLIT-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,149,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-SPLIT-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,150,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-SPLIT-DELIVERY-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,151,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBO-STOP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,152,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBO-STOP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,153,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBO-STOP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,154,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBO-STOP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,155,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-COMBO-STOP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,156,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,157,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,158,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,159,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,160,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,161,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,162,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,163,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,164,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,165,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,166,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
SRC-GDRIVE-FILE-0008,FORGE P&D Application Guide 3.00 / FORGE 2.8.0,167,246,"Combine, split, revisit, and merge stop workflows",KNOWLEDGE_MAPPED,KNO-FORGE-MERGE-PICKUP-001,0,Mapped to one or more operational knowledge records with exact source evidence.,
