alert_id,source_id,customer_or_subject,alert_date,display_scope,source_line_start,source_line_end,segment_sha256,review_status,currency_review_status,knowledge_extraction_status,operational_record_id,required_follow_up
MGB-ALERT-0065,SRC-MGB-PAGE-0023,Wedding Gown Preservation Co.,2025-04-08,U.S.,523,523,b3f24db141a2c5427e45f8b5d888876cd3cb1ec8d51c99ff570b6f7833851a97,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0046,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0066,SRC-MGB-PAGE-0023,Foot Locker,2025-04-08,U.S. and Canada,525,527,b6214271236d6d3cf6ae0edb82a8ea7ef4f39ff5f93452edf9f828df5eca68c8,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0047,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0067,SRC-MGB-PAGE-0023,Quest Diagnostics,2025-03-31,U.S.,529,529,1eac0b7fddc40400ce375cd0289e6be91e0114c2852f6dae2e20b69b357bd456,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0048,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0068,SRC-MGB-PAGE-0023,ACT,2025-03-31,U.S.,531,531,ba66936d15767c1e9528cff9bccee3f8e37315db040b36d51a59a88c2eddaa99,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0049,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0069,SRC-MGB-PAGE-0023,New customer: Orvis,2025-03-31,U.S.,533,533,cba60259f4f789480064abedc3ed5ebba91193f8a57f330a636ff46536e29180,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0050,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0070,SRC-MGB-PAGE-0023,New customer: MWI Animal Health,2025-03-18,U.S.,535,535,bd255600689f31f80889ae6608f3f4ddacc6d69fed0bfe8a8de71c69dc43653c,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0051,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0071,SRC-MGB-PAGE-0023,Pure Country,2025-02-28,U.S. and Canada,537,537,8dc5bdd52a6c2655ad448bbf3006e288fa66915c0058fa4e223306db1dc45d24,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0052,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0072,SRC-MGB-PAGE-0023,AstraZeneca,2025-02-21,U.S. and Canada,539,539,f3dbfd9fe750ab8a5130715028e37155c55f2aa95d380ee4d56a1af4816e4cf4,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0053,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0073,SRC-MGB-PAGE-0023,Journeys,2025-02-21,U.S.,541,541,fab0916d86f05673969b876d082651fd2acf410e972037eafefe30f200117ec9,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0054,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0074,SRC-MGB-PAGE-0023,JOANN,2025-02-21,U.S.,543,543,327a3b6329c0b21ab5f9646fa9bc232bccb205559272d9bf0f849e96ad3bf8e0,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0055,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0075,SRC-MGB-PAGE-0023,Ross and dd's DISCOUNTS,2025-01-27,U.S.,545,545,e2fb7a2c9519c13e534c8ddbf76c36ee0ee0c41d6d571149404dbee0d4f92664,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0056,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0076,SRC-MGB-PAGE-0023,New customer: Daniel's Jewelers,2025-01-27,U.S.,547,547,c3ea1ea8640f8c120d3f244e0fbf8393c5c2c1ea58650773638d503793b887fa,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0057,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0077,SRC-MGB-PAGE-0023,Nike,2025-01-20,U.S.,549,549,4e539b213fcb01a73a8b534ebbd878898fab15332c13ad2976e710dd79584b72,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0058,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0078,SRC-MGB-PAGE-0023,New customer: Marcone,2025-01-09,U.S.,551,551,65bc45314e3af0a4ffb73e9b3a3b31cecd7a151d157555e275c8252aff2db98f,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0059,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0079,SRC-MGB-PAGE-0023,HelloFresh,2025-01-09,U.S.,553,553,d3701adf98a0ab29741885f2403f37c9560bd72c4cde1b6145cac104a8765337,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0060,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0080,SRC-MGB-PAGE-0023,Staples,2025-01-09,U.S.,555,555,fa5a94046abe8b6b2280c418bb6d5c77c8fbb55943e1e6613c3de4fb60eae1b1,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0061,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0081,SRC-MGB-PAGE-0023,New customer: Matco Tools,2025-01-06,U.S. and Canada,557,561,f447f737c5f46b2526293f689ac7f29e265bb6617056d87eda24a1221a929ee3,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0062,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0082,SRC-MGB-PAGE-0023,GameStop,2025-01-06,U.S. and Canada,563,567,795ef71faeb8f0d50f94694ffc5f75102b6a4219318b8e681ee37975bd9c5e6a,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2025-0063,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0083,SRC-MGB-PAGE-0023,JD Sports,2024-12-03,U.S.,569,569,b8e7dc0ac9a6f576d09c6bdb95bafec287e4d4caced243f82a06ccef91e471e9,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0001,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0084,SRC-MGB-PAGE-0023,Medline Industries,2024-11-27,U.S.,571,571,60b938423c350cda0a3b88c047e84f45da80beb481ecb89dc97ace54e74d4145,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0002,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0085,SRC-MGB-PAGE-0023,Dick’s Sporting Goods,2024-11-19,U.S.,573,575,1cd33004fb41712144ac30d753c2ad781891c00373704d4451e36bde7fb65722,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0003,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0086,SRC-MGB-PAGE-0023,Foot Locker,2024-11-11,U.S.,577,610,79db64fd73db52d15e1259f5bb2bd6e12ec27d830fa4e57cfd39b1efe1e15392,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0004,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0087,SRC-MGB-PAGE-0023,Lululemon,2024-11-11,U.S.,612,630,e5fc63399a172dc664e4b4dec48caf5e5572f2db1f31fafc392151e51c5f17d2,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0005,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0088,SRC-MGB-PAGE-0023,Ross and dd's DISCOUNTS,2024-11-11,U.S.,632,632,4a6522bbbd55578b344f1110f03a4b6e11ede8bd838ddbd4482cd658d3c2c839,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0006,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0089,SRC-MGB-PAGE-0023,Bank of America,2024-10-25,U.S. and Canada,634,634,ca15e543692f430ea31222a50e4c3c6ec597ca0fc12171a7abd45c6c5534fc50,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0007,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0090,SRC-MGB-PAGE-0023,"City Electric (CES Online, TAMCO)",2024-10-25,U.S.,636,636,810b4e80f1224db51c359e5937a060e4f8cce6d170eb2a3db912e0ed03548402,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0008,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0091,SRC-MGB-PAGE-0023,Nerk Enterprises,2024-10-07,U.S. and Canada,638,638,b83f2483fe2f20681903a2e36d2ce17cbb9ab9dd41051bb07e31a448379e6b07,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0009,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0092,SRC-MGB-PAGE-0023,Belk,2024-10-07,U.S.,640,640,b53959a46b622fec89d317df8b7773362a5fd46afeb70e7f0be3332b55d6807c,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0010,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0093,SRC-MGB-PAGE-0023,Telecommunications customers,2024-09-10,U.S.,642,642,fe88edc1be04837473954149623f3082e11f8bbc306fb2d0d49f8ad23a57017d,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0011,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0094,SRC-MGB-PAGE-0023,Spirit Halloween/Spencer's Gifts,2024-08-29,U.S.,644,648,54cc314ca4880da5ef870ed1ea01718949c1cc8a74416e73a13e99d5e171af7a,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0012,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0095,SRC-MGB-PAGE-0023,Staples,2024-08-29,U.S.,650,650,e28ae08606592ac27f44fd178e4b2319cc4cf7411a34dbd05f179cd3ffd493af,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0013,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0096,SRC-MGB-PAGE-0023,Dick's Sporting Goods,2024-08-15,U.S.,652,652,f6099adf80c74dd6aded3d057e79afabf451e6b8fb8944c611fe98a05273f796,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0014,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0097,SRC-MGB-PAGE-0023,Staples,2024-07-18,U.S. and Canada,654,654,ca92081e6c8d2ef9c598316367ab1c40adfc0f37498444e5ab94f2ed5fe9ead8,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0015,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0098,SRC-MGB-PAGE-0023,Duluth Trading Company,2024-07-18,U.S.,656,658,c3bcc182ad24969bbec6001e8264a297a57c5a4cd2635271016ad8778fc308a9,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0016,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0099,SRC-MGB-PAGE-0023,Rainbow Apparel,2024-07-18,U.S.,660,660,9b48b0acdefef96fe753ef16da10fd228baf218a5848370bbbb98f4000f0bdd8,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0017,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0100,SRC-MGB-PAGE-0023,GameStop,2024-06-21,U.S. and Canada,662,666,43747158fce2c5c1c8f7ffa7395cdc3f33d01fa95048b383a1279a64aefb9e91,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0018,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0101,SRC-MGB-PAGE-0023,SmartStyle and Cost Cutter hair salons inside Walmart locations,2024-06-21,U.S.,668,670,aee5204630ff2ff30318e301d032f56ef77af6c272a808b6aa090a7466f78294,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0019,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0102,SRC-MGB-PAGE-0023,Nike stores,2024-06-14,U.S.,672,672,48faa80a7f18c320837f8710932fb40cd58262848015cffbf8e5c91050b88b69,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0020,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0103,SRC-MGB-PAGE-0023,Adidas stores,2024-05-31,Canada,674,676,0551fe0dc70e97602003ca7742335972839535b8b62048f4429dcb083c4d8ecf,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0021,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0104,SRC-MGB-PAGE-0023,Rite Aid,2024-05-31,U.S.,678,678,10c3efaa91670c11d3f732314879b11be4fa8069710ab0f306d82d52f8f84914,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0022,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0105,SRC-MGB-PAGE-0023,Walmart Auto Care Centers,2024-05-10,U.S.,680,680,66392caf98074e8fc42d1563b66b40fe189d11f49608e1d9fb672be69fbe4725,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0023,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0106,SRC-MGB-PAGE-0023,New customer: Duluth Trading Company,2024-05-10,U.S.,682,686,7791e683e8fb893c7f4f2cc4967ddb44d0232c71893826710f7509435d6d4394,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0024,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0107,SRC-MGB-PAGE-0023,Ross and dd's DISCOUNTS,2024-05-10,U.S.,688,688,401be3e29137ef5ac11431ae852940a5e396911a989ec710f47501d858c71636,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0025,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0107A,SRC-MGB-PAGE-0023,New customer: LeMans Corporation,2024-04-26,U.S.,690,697,b8184705964cee473fc50c21362df952bcdaffa65e6525cec290d9eefc039525,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0026,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0108,SRC-MGB-PAGE-0023,Nike Stores,2024-04-19,U.S.,699,701,ca5fd9c472381b4c6072bc9e1d29e246acd3c600696900864d129df979ca812b,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0027,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0109,SRC-MGB-PAGE-0023,Universal Music Group (UMG),2024-04-19,U.S.,703,703,c829a0952cad68a230f2eec06574d1b3b01b080ee34f0a5f07605a558902e7aa,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0028,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0110,SRC-MGB-PAGE-0023,Pool Corporation,2024-03-29,U.S.,705,709,d4e7c1eb67bb1bf68c07bfa2023a88bb5d34422da21b04e1eb726b8ca576f249,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0029,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0111,SRC-MGB-PAGE-0023,PetSmart,2024-03-14,U.S.,711,722,4dfc4cee1f7cb79e1a1659d55ce988aa9c6aa76015dc3b12251ee6a4e3174aee,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0030,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0112,SRC-MGB-PAGE-0023,New customer: Aerosafe Global,2024-03-14,U.S.,724,726,4ab7f85da7ca1740792fac50fce99495dde50c785fe2b1b8e3592daada5e60ee,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0031,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0113,SRC-MGB-PAGE-0023,Trek,2024-03-06,U.S.,728,730,21f79a0348ebee3069844a63657b52efbc3b6db4bdffbbcfbad4378fbac6065c,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0032,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0114,SRC-MGB-PAGE-0023,Foot Locker,2024-03-01,U.S. and Canada,732,736,8ff5b0fa534a44d17c47c9f946278db4559ebe9fe430c9fa92f0a8ed6737731f,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0033,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0115,SRC-MGB-PAGE-0023,Lakeshore Learning,2024-01-29,U.S.,739,739,b9b4842f2f46a8f3ea5051a68a775121c651617fea1e8803323348a325ee1239,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0034,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0116,SRC-MGB-PAGE-0023,Lululemon,2024-01-15,U.S. and Canada,741,743,b9283babe9380453e47de02ec5c0b06436daffd6829436a8e403d5a8bf2eafc6,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0035,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0117,SRC-MGB-PAGE-0023,Target,2024-01-12,U.S.,745,745,8aec86723345df34d9f558f05ea93d222991b401459db31efeeebb5fe06e357e,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2024-0036,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0118,SRC-MGB-PAGE-0023,GameStop,2023-12-20,U.S. and Canada,747,751,9d8c44451caa32cfb1a5020946f50bd4e01b9b0c8071b9a32b8892cb1b3bc93f,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0001,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0119,SRC-MGB-PAGE-0023,Sally Beauty: Deliveries to Smart Style Salons inside Walmart stores,2023-12-15,U.S.,753,755,69aed7e19cd6e0e2aadd65b340161832632ccfd1cd7dc5a0863031f93c292453,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0002,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0120,SRC-MGB-PAGE-0023,New customer: Consolidated Mail Outpatient Pharmacy,2023-11-28,U.S.,757,757,c5ac7b80f02a86d8c4434efe8b12ec0efa5c8eb6e819591b2472433ddee611ff,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0003,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0121,SRC-MGB-PAGE-0023,Dick's Sporting Goods,2023-11-21,U.S.,759,759,f694983cbe05229f228199d3a91fd956833b0346ab93df6d5390ae7cebf7f238,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0004,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0122,SRC-MGB-PAGE-0023,Dick’s Sporting Goods,2023-11-21,U.S.,761,774,389b90d14aaf86ecec63bcf434b3c3c4f6c9af1869aaa57b9a8d3ffd886c0108,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0005,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0123,SRC-MGB-PAGE-0023,PRC-Saltillo,2023-11-21,U.S. and Canada,776,776,1919838f3ffe68976af8a07e89604ffb918c9152bbb390b2fc80804518e59232,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0006,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0124,SRC-MGB-PAGE-0023,KI Mobility,2023-11-21,U.S.,778,778,832b86265eab8031a5c3bd7cb49cba84b55a7f55ac292dde4a134b1124afcaf7,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0007,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0125,SRC-MGB-PAGE-0023,Ross and dd’s DISCOUNTS,2023-11-20,U.S.,780,780,f7a0e46ebe7b19341e65cfa15795ba68c2f2bd735b6382a4258bc88788845785,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0008,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0126,SRC-MGB-PAGE-0023,Foot Locker,2023-11-13,U.S. and Canada,782,802,16ccc5c64c9879c5d4b5bc0a854a15783959f8da1a35735413506840b9181e52,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0009,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0127,SRC-MGB-PAGE-0023,Lululemon,2023-11-13,U.S. and Canada,804,812,a3fbb9c84821d6c03118ab8888d9a0d3e7c3c72952e3ddeb30ddadfd5b7ef35e,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0010,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0128,SRC-MGB-PAGE-0023,Finish Line store locations inside of Macy's,2023-11-06,U.S.,814,818,6da2c824237b2b51b1405d579353a76922ea65c49218c9a0d6a5f5738bb1e8d0,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0011,Acquire and review a current customer instruction before answering as current.
MGB-ALERT-0129,SRC-MGB-PAGE-0023,New Customer: Hudson’s Bay Company,2023-11-03,Canada,820,826,ffb258053a513f9a159676f2e5dac5d5508fe05e1772b33680453342b3c3e773,FULLY_REVIEWED,EXPLICIT_WINDOW_ELAPSED_CURRENT_SOURCE_REQUIRED,EXTRACTED_TO_CUSTOMER_ALERT_LAYER,CAL-2023-0012,Acquire and review a current customer instruction before answering as current.
