source_id,title,review_status,relevance_status,mapping_rows,mapped_knowledge_count,mapped_knowledge_ids,coverage_disposition,coverage_basis,required_follow_up
SRC-MGB-DOC-0015,Common Reason Codes for Unsuccessful Pickup Attempts,PARTIALLY_REVIEWED,HIGH_RELEVANCE,0,0,,PARTIAL_DOCUMENT_REVIEW_REQUIRED,The source was rejected for current operational extraction because the viewer title identifies 2017 while the portal path suggests 2023; no code or procedure is retained in the active reference layer.,Acquire current OP-321. Do not spend further review time on this source unless an authoritative current version is established.
SRC-MGB-DOC-0016,FCC and CXPC Fast Facts,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_CORROBORATIVE_CONTEXT_NEWER_SOURCE_CONTROLS,All three pages of the 2023 FCC/CPC facts document are archived and reviewed; it predates current OP-117/FORGE guidance and does not define every current authority limit.,Retain as corroborative coordination context; use newer applicable material for definitive current procedures.
SRC-MGB-DOC-0017,FedEx Customer Connection features,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0018,Opportunities to Contact CXPC,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0019,Growing Business through Sales Leads,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0020,Assigning Same Pickup ID to Multiple Pickups in FORGE,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_VERSION_SENSITIVE_PENDING_CURRENT_CONFIRMATION,"All three pages and both branches of the 2023 same-pickup-ID FORGE workflow are archived and reviewed, but current FORGE 3.3 confirmation is not yet complete.",Preserve as review evidence and confirm the feature against the current 3.3 guide before definitive publication.
SRC-MGB-DOC-0021,Single/Multiple-Stop Scenarios chart — U.S.,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0022,CXPC Facts Template 2024,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-VIDEO-0001,FCC Overview,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_HISTORICAL_CONTEXT_NEWER_SOURCE_CONTROLS,The complete checksum-preserved 2017 FCC video was reviewed through its full audio track and time-addressed visual sequence. It demonstrates a historical business-management interface and does not establish a distinct current driver-facing procedure.,"Retain the transcript, visual aids, and original MP4 for audit history; use newer applicable OP-117/FORGE material and preserve unresolved current authority or workflow gaps."
SRC-MGB-VIDEO-0002,FCC Messaging,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_HISTORICAL_CONTEXT_NEWER_SOURCE_CONTROLS,The complete checksum-preserved 2017 FCC video was reviewed through its full audio track and time-addressed visual sequence. It demonstrates a historical business-management interface and does not establish a distinct current driver-facing procedure.,"Retain the transcript, visual aids, and original MP4 for audit history; use newer applicable OP-117/FORGE material and preserve unresolved current authority or workflow gaps."
SRC-MGB-VIDEO-0003,FCC P&D Manifests,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_HISTORICAL_CONTEXT_NEWER_SOURCE_CONTROLS,The complete checksum-preserved 2017 FCC video was reviewed through its full audio track and time-addressed visual sequence. It demonstrates a historical business-management interface and does not establish a distinct current driver-facing procedure.,"Retain the transcript, visual aids, and original MP4 for audit history; use newer applicable OP-117/FORGE material and preserve unresolved current authority or workflow gaps."
SRC-MGB-VIDEO-0004,FCC Service Area Status,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_HISTORICAL_CONTEXT_NEWER_SOURCE_CONTROLS,The complete checksum-preserved 2017 FCC video was reviewed through its full audio track and time-addressed visual sequence. It demonstrates a historical business-management interface and does not establish a distinct current driver-facing procedure.,"Retain the transcript, visual aids, and original MP4 for audit history; use newer applicable OP-117/FORGE material and preserve unresolved current authority or workflow gaps."
SRC-MGB-VIDEO-0005,FCC Pickup Alerts,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_HISTORICAL_CONTEXT_NEWER_SOURCE_CONTROLS,The complete checksum-preserved 2017 FCC video was reviewed through its full audio track and time-addressed visual sequence. It demonstrates a historical business-management interface and does not establish a distinct current driver-facing procedure.,"Retain the transcript, visual aids, and original MP4 for audit history; use newer applicable OP-117/FORGE material and preserve unresolved current authority or workflow gaps."
SRC-MGB-VIDEO-0006,FCC Pickup Planning,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_HISTORICAL_CONTEXT_NEWER_SOURCE_CONTROLS,The complete checksum-preserved 2017 FCC video was reviewed through its full audio track and time-addressed visual sequence. It demonstrates a historical business-management interface and does not establish a distinct current driver-facing procedure.,"Retain the transcript, visual aids, and original MP4 for audit history; use newer applicable OP-117/FORGE material and preserve unresolved current authority or workflow gaps."
SRC-MGB-PAGE-0024,Customer Alerts redirect,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_REDIRECT_TARGET_CARRIES_EVIDENCE,The authenticated Customer Alerts navigation URL redirects to SRC-MGB-PAGE-0023 and exposes no separate operational content.,Revalidate SRC-MGB-PAGE-0023 when its page version changes and continue linked child-source acquisition.
SRC-MGB-PAGE-0025,Meeting customer expectations when delivering to lockers,FULLY_REVIEWED,HIGH_RELEVANCE,3,2,KNO-DEL-LOCKER-FAIL-001;KNO-DEL-PPOD-001,MAPPED_OPERATIONAL_EVIDENCE,3 exact mapping row(s) support 2 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-PAGE-0026,Pure Country requests NSR packages be released on first attempt,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0027,Customer expectations for Orvis retail store pickups and deliveries,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0028,Customer requests valuable ACT packages to be handled with care (2025),NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0029,Customer requests valuable ACT packages to be handled with care (2026),NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0030,Dick's Sporting Goods Scan All Exemption details (broken link),INACCESSIBLE,HIGH_RELEVANCE,0,0,,INACCESSIBLE,The captured URL is an explicit Sitecore not-found endpoint; exemption details are unavailable.,Exact broken endpoint preserved from the link inventory; obtain a current replacement source before using any exemption.
SRC-MGB-PAGE-0031,Dick's Sporting Goods allotted pickup-window details (broken link),INACCESSIBLE,HIGH_RELEVANCE,0,0,,INACCESSIBLE,The captured URL is an explicit Sitecore not-found endpoint; window details are unavailable.,Exact broken endpoint preserved from the link inventory; obtain a current replacement source before relying on historical timing.
SRC-MGB-DOC-0023,PetSmart master Ship-from-Store list,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0032,Dick's Sporting Goods Scan All Exemption (2023),NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0033,Safety Results Summary (SRS) / Safety Results Indicator (SRI),FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_CONTEXT_NO_DISTINCT_PROCEDURE,The complete SRS/SRI page defines business-level rolling safety indicators but does not establish an individual driver action or response procedure.,Acquire and review the linked FAQs for completeness; retain the landing page as contextual safety-performance evidence unless a distinct procedure is established.
SRC-MGB-PAGE-0034,Alternative Vehicle Operations,FULLY_REVIEWED,HIGH_RELEVANCE,1,1,KNO-VEH-ALT-ONBOARD-001,MAPPED_OPERATIONAL_EVIDENCE,1 exact mapping row(s) support 1 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-PAGE-0035,"Trailer Pull Safety at FedEx, Customer Locations",FULLY_REVIEWED,HIGH_RELEVANCE,1,1,KNO-LH-TRAILER-DOCK-PULL-001,MAPPED_OPERATIONAL_EVIDENCE,1 exact mapping row(s) support 1 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-DOC-0024,SRS and SRI FAQ — English,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_CONTEXT_NO_DISTINCT_DRIVER_PROCEDURE,All eight pages of the original SRS/SRI FAQ are archived and fully reviewed; they establish business-level safety-result metrics rather than an individual driver procedure. The April 2026 portal filename and August 2025 PDF footer discrepancy is preserved.,"Retain as management and safety-performance context; do not use it independently for a driver accident, inspection, maintenance, or response instruction."
SRC-MGB-DOC-0025,SRS and SRI FAQ — French,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0026,Alternative Vehicle Operations Statement of Lease,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0027,Alternative Vehicle Operations Statement of Sub-Lease,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0028,Trailer Pull Safety Regulations and Safety Obligations — updated flyer,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0029,Trailer Pull Safety Regulations and Safety Obligations — July 2022 flyer,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0030,Trailer dock pull regulations and safety obligations — printable English,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0031,Trailer dock pull regulations and safety obligations — French,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-PAGE-0036,Safety alert: Trailer pulled from dock with FedEx Ground employee inside,INACCESSIBLE,HIGH_RELEVANCE,0,0,,INACCESSIBLE,The exact link resolves to a Sitecore not-found endpoint; no content is available.,Broken endpoint preserved; obtain a current replacement before using any alert-specific facts.
SRC-MGB-PAGE-0037,Safe trailer transportation at FedEx and customer locations,INACCESSIBLE,HIGH_RELEVANCE,0,0,,INACCESSIBLE,The exact link resolves to a Sitecore not-found endpoint; no content is available.,Broken endpoint preserved; obtain a current replacement before using any source-specific additions.
SRC-MGB-PAGE-0038,Safety alert: Take precautions when performing trailer dock pulls,INACCESSIBLE,HIGH_RELEVANCE,0,0,,INACCESSIBLE,The exact link resolves to a Sitecore not-found endpoint; no content is available.,Broken endpoint preserved; obtain a current replacement before using any alert-specific additions.
SRC-MGB-PAGE-0039,Standards for P&D Road Tests,FULLY_REVIEWED,HIGH_RELEVANCE,1,1,KNO-QUAL-PD-ROADTEST-001,MAPPED_OPERATIONAL_EVIDENCE,1 exact mapping row(s) support 1 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-PAGE-0040,Driving Standards for Linehaul,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_INDEX_CHILDREN_PENDING,"The complete Linehaul driving-standards page provides program and qualified-school context but delegates substantive checklist, FAQ, form, school-qualification, and current-school details to five linked documents.",Acquire and review all five linked resources before modeling ELDP or school-selection procedures.
SRC-MGB-PAGE-0041,Alternative Vehicle Insurance,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_CONTEXT_NO_DISTINCT_PROCEDURE,"The complete Alternative Vehicle Insurance FAQ provides contractor liability, insurance, workers-compensation, indemnification, and training-program context but does not establish a source-complete driver action procedure and explicitly disclaims personalized coverage advice.",Retain as legal/insurance context; obtain current legal/compliance review before any product presentation beyond source-traceable contractor context.
SRC-MGB-PAGE-0042,Qualification Certification linked endpoint,INACCESSIBLE,HIGH_RELEVANCE,0,0,,INACCESSIBLE,The exact link resolves to a Sitecore not-found endpoint; the separate current Qualification Certification page is inventoried as SRC-MGB-PAGE-0005.,Broken endpoint preserved and cross-referenced to the accessible current page.
SRC-MGB-PAGE-0043,Reminder: Indemnification terms in ISP Agreement effective April 1,INACCESSIBLE,POTENTIALLY_RELEVANT,0,0,,INACCESSIBLE,The exact link resolves to a Sitecore not-found endpoint; no historical article content is available.,Broken endpoint preserved; do not infer historical indemnification terms.
SRC-MGB-DOC-0032,ISP Agreement Qualification Certification Conditions,NOT_YET_REVIEWED,HIGH_RELEVANCE,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0033,Linehaul ELDP Checklist,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0034,Linehaul ELDP Frequently Asked Questions,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0035,Driving School Form SF-012,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0036,Driving School Evaluation and Guidelines SF-011,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0037,Qualified Linehaul Driving Schools list,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,0,0,,NOT_YET_REVIEWED,No operational evidence mapping is permitted because this source has not been reviewed.,Acquire/review the exact source and create evidence mappings only for source-established knowledge.
SRC-MGB-DOC-0038,Sideswipe Collisions,FULLY_REVIEWED,HIGH_RELEVANCE,5,2,KNO-SAF-REDLIGHT-001;KNO-SAF-SIDESWIPE-001,MAPPED_OPERATIONAL_EVIDENCE,5 exact mapping row(s) support 2 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-DOC-0039,Summer Driving,FULLY_REVIEWED,HIGH_RELEVANCE,4,4,KNO-SAF-DISTRACTION-001;KNO-SAF-HYDRATION-001;KNO-SAF-SUMMER-TRAFFIC-001;KNO-SAF-SUN-EXPOSURE-001,MAPPED_OPERATIONAL_EVIDENCE,4 exact mapping row(s) support 4 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-PAGE-0044,On Road,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_INDEX_CHILDREN_PENDING,The current On Road landing page establishes portal identities and version context but delegates operational content to linked guides and references.,Preserve the current link identities and review each linked source independently; do not treat the index as procedural evidence.
SRC-MGB-PAGE-0045,Monthly Maintenance Record forms and User Guide,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_LANDING_CHILDREN_PENDING,The current maintenance article identifies three forms/guides and their MyBizAccount location but does not expose their substantive contents.,"Acquire MGBA-355, MGBA-357, and MGBA-356 through authorized MyBizAccount access before extracting requirements."
SRC-MGB-PAGE-0046,New Iowa law tightens English Language Proficiency requirements,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_CONTEXT_NO_DISTINCT_PROCEDURE,"The current Iowa ELP article states qualification categories, carrier penalties, and a management assessment recommendation but no in-route driver procedure.",Retain as qualification and safety context; acquire controlling legal/regulatory material if a definitive compliance workflow is required.
SRC-MGB-PAGE-0047,Customer Alert: Reconciliation of outstanding high-value customer shipments,FULLY_REVIEWED,TIME_SENSITIVE_RELEVANCE,0,0,,REVIEWED_CONTEXT_NO_DISTINCT_PROCEDURE,"The current Micron alert is customer-specific and time-sensitive; its general statements do not replace controlling canonical signature, release, tracking, or status-code procedures.",Retain for source completeness and reassess only within the customer-alert layer or when controlling material changes.
SRC-MGB-DOC-0040,Vehicle Appearance and Brand Promotion FAQ,FULLY_REVIEWED,POTENTIALLY_RELEVANT,0,0,,REVIEWED_CONTEXT_NO_DISTINCT_DRIVER_PROCEDURE,"Both pages of the original January 2026 Vehicle Appearance and Brand Promotion FAQ are archived and fully reviewed; the FAQ establishes contractor branding, decal, and business-name responsibilities rather than a driver-at-stop procedure.",Retain as vehicle-administration context and revalidate if a newer applicable FAQ is published.
SRC-MGB-PAGE-0048,FORGE Familiarization Guides,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_INDEX_CHILDREN_PENDING,The current FORGE hub establishes child-document identities and dates but does not itself establish the linked procedures.,Complete the current 3.3 combined guide and mainstream quick-reference reviews; treat older 3.2 content as comparison evidence only where 3.3 applies.
SRC-MGB-DOC-0041,FORGE Delayed Login,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_DUPLICATE_CANDIDATE_MAPPING_ON_SUPPLIED_SOURCE,The authenticated download is byte-identical to fully reviewed and mapped SRC-GDRIVE-FILE-0007.,Retain duplicate identity and current portal location; keep operational mappings on the supplied source unless the source model is deliberately consolidated.
SRC-MGB-DOC-0042,FORGE Download Pickup List,FULLY_REVIEWED,HIGH_RELEVANCE,1,1,KNO-FORGE-DOWNLOAD-SYNC-001,MAPPED_OPERATIONAL_EVIDENCE,1 exact mapping row(s) support 1 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
SRC-MGB-DOC-0043,FORGE Call Tags,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_DUPLICATE_CANDIDATE_MAPPING_ON_SUPPLIED_SOURCE,The authenticated download is byte-identical to fully reviewed and mapped SRC-GDRIVE-FILE-0006.,Retain duplicate identity and current portal location; keep operational mappings on the supplied source unless the source model is deliberately consolidated.
SRC-MGB-DOC-0044,FORGE Settings and Camera Scanning,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_DUPLICATE_CANDIDATE_MAPPING_ON_SUPPLIED_SOURCE,The authenticated download is byte-identical to fully reviewed and mapped SRC-GDRIVE-FILE-0010; the filename/portal label versus PDF-body version discrepancy remains explicit.,Retain duplicate identity and current portal location; preserve the version gate and keep operational mappings on the supplied source unless deliberately consolidated.
SRC-MGB-DOC-0045,FORGE Business Closure,FULLY_REVIEWED,HIGH_RELEVANCE,0,0,,REVIEWED_DUPLICATE_CANDIDATE_MAPPING_ON_SUPPLIED_SOURCE,The authenticated download is byte-identical to fully reviewed and mapped SRC-GDRIVE-FILE-0005; the filename/portal label versus PDF-body version discrepancy remains explicit.,Retain duplicate identity and current portal location; preserve the version gate and keep operational mappings on the supplied source unless deliberately consolidated.
SRC-MGB-DOC-0046,FORGE 3.2.0 Application Support Guide,PARTIALLY_REVIEWED,HIGH_RELEVANCE,0,0,,PARTIAL_DOCUMENT_REVIEW_REQUIRED,Only the upper visible regions of all 16 pages of the FORGE 3.2 guide are checksum-preserved and reviewed; the newer 3.3 combined guide is the current comparison target.,Use 3.2 only for section-level comparison after completing 3.3; do not let older content override newer applicable instructions.
SRC-MGB-DOC-0047,FORGE 3.3.0 Combined Application Support Guide — Service Provider,FULLY_REVIEWED,HIGH_RELEVANCE,5,5,KNO-DEL-FAD-GROUND-001;KNO-DEL-MISDELIVERY-RECOVERY-001;KNO-DEL-PHARMACY-001;KNO-FORGE-EOD-001;KNO-PUP-INTERNATIONAL-DOCS-001,MAPPED_OPERATIONAL_EVIDENCE,5 exact mapping row(s) support 5 knowledge record(s) from reviewed source content.,Reconcile open referenced-source obligations and reassess when a newer source version is acquired.
