knowledge_id,canonical_situation,archive_status,primary_category,recovery_disposition,source_availability,archive_source_ids,related_knowledge_ids
KNO-FORGE-SHUTTLE-TRANSFER-001,Transferring packages to a shuttle through FORGE,SOURCE_VERIFIED,TAX-FORGE,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0047,KNO-FORGE-BULK-TRANSFER-001;KNO-FORGE-EOD-001
KNO-FORGE-SPLIT-DELIVERY-001,Only some packages at a delivery stop can be closed now,POTENTIALLY_OUTDATED,TAX-FORGE,HOLD_POTENTIALLY_OUTDATED,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,KNO-FORGE-STATUS-SCOPE-001;KNO-FORGE-COMBO-STOP-001
KNO-FORGE-STANDARD-DELIVERY-001,Closing a listed multi-package business delivery in FORGE,POTENTIALLY_OUTDATED,TAX-DELIVERY,HOLD_POTENTIALLY_OUTDATED,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,KNO-FORGE-STATUS-SCOPE-001;KNO-FORGE-SPLIT-DELIVERY-001;KNO-FORGE-SYNC-QUEUE-001
KNO-FORGE-STANDARD-PICKUP-001,Closing a listed multi-package pickup in FORGE,POTENTIALLY_OUTDATED,TAX-PICKUP,HOLD_POTENTIALLY_OUTDATED,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,KNO-PUP-ZERO-001;KNO-PUP-UNLISTED-001;KNO-PUP-PACKAGING-001;KNO-FORGE-SYNC-QUEUE-001
KNO-FORGE-STATUS-SCOPE-001,Applying a delivery status code to a stop with multiple packages,SOURCE_VERIFIED,TAX-FORGE,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,
KNO-FORGE-SYNC-QUEUE-001,Closed FORGE stops have not uploaded because the device was out of network coverage,POTENTIALLY_OUTDATED,TAX-FORGE,HOLD_POTENTIALLY_OUTDATED,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,KNO-FORGE-DELAYED-LOGIN-001;KNO-FORGE-DOWNLOAD-SYNC-001
KNO-FORGE-TIME-REMINDER-001,FORGE displays a delivery or pickup reminder near the target close time,POTENTIALLY_OUTDATED,TAX-FORGE,HOLD_POTENTIALLY_OUTDATED,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,KNO-PUP-WINDOW-RISK-001;KNO-DEL-PREMIUM-WINDOW-001
KNO-FORGE-UNMANIFESTED-DELIVERY-001,Adding an unmanifested package as a new delivery stop in FORGE,PENDING_REVIEW,TAX-DELIVERY,HOLD_PENDING_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,KNO-FORGE-EDIT-ADDRESS-001;KNO-PUP-WRONG-WA-001;KNO-FORGE-STANDARD-DELIVERY-001
KNO-FORGE-VEHICLE-CHANGE-001,Driver changes vehicles during the route day,READY_ROUTE_APPROVED,TAX-FORGE,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008,
KNO-HAZ-ACCEPTANCE-001,Evaluating a hazardous-material package at pickup,READY_ROUTE_APPROVED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0002,KNO-HAZ-AKHI-001;KNO-HAZ-RADIOACTIVE-WET-001
KNO-HAZ-AKHI-001,"Hazardous-material package is destined to, from, or within Alaska or Hawaii",SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-HAZ-ACCEPTANCE-001
KNO-HAZ-DRY-ICE-001,Transporting or encountering a package containing dry ice,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0019,KNO-HAZ-LEAK-001
KNO-HAZ-LEAK-001,Leaking or damaged hazardous-material package discovered on route,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0002,
KNO-HAZ-LOAD-PAPERS-001,Loading and carrying accepted hazardous-material packages and paperwork,READY_ROUTE_APPROVED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0002,KNO-HAZ-MANIFEST-001
KNO-HAZ-MANIFEST-001,Managing hazardous-material manifest during delivery,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0002,KNO-HAZ-LOAD-PAPERS-001
KNO-HAZ-RADIOACTIVE-WET-001,Radioactive III or Dangerous When Wet package is offered for normal pickup,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0002,KNO-HAZ-ACCEPTANCE-001
KNO-HAZ-SF136-001,Hazmat return has DOT Special Permit 14691 SF-136 and OP-908 attached,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-HAZ-MANIFEST-001;KNO-HAZ-LOAD-PAPERS-001
KNO-HOS-DUTY-LIMITS-001,Determining whether on-duty or driving limits allow continued driving,READY_ROUTE_APPROVED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-HOS-SHORT-ADVERSE-001;KNO-HOS-UDE-001;KNO-FORGE-LOGIN-WARNING-001
KNO-HOS-RENTAL-ELD-001,Using a rental commercial vehicle with no installed ELD,PENDING_REVIEW,TAX-DOT,HOLD_PENDING_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0014;SRC-FMCSA-DOC-0001,KNO-HOS-UDE-001;KNO-ETH-FALSIFICATION-001
KNO-HOS-SHORT-ADVERSE-001,"Considering a short-haul, 16-hour, or adverse-driving-conditions HOS exception",READY_ROUTE_APPROVED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-HOS-DUTY-LIMITS-001
KNO-HOS-UDE-001,Vehicle moves while no driver is logged into the ELD,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0014,KNO-ETH-FALSIFICATION-001
KNO-INC-ACCIDENT-REPORT-001,Vehicle accident or job-related incident/injury occurs,SOURCE_VERIFIED,TAX-INCIDENT,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-DOC-0006,KNO-INC-ACCIDENT-SCENE-001
KNO-INC-ACCIDENT-SCENE-001,Immediate actions at a vehicle accident scene,SOURCE_VERIFIED,TAX-INCIDENT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0006;SRC-MGB-PAGE-0006;SRC-MGB-DOC-0007;SRC-MGB-DOC-0008,KNO-INC-ACCIDENT-REPORT-001
KNO-LH-COUPLING-BASIC-001,Coupling a tractor trailer or converter dolly,PENDING_REVIEW,TAX-LINEHAUL,HOLD_PENDING_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0017,KNO-VEH-PRETRIP-DEFECT-001
KNO-LH-CUSTOMER-TRAILER-SECURITY-001,Securing a trailer collected from a customer,SOURCE_VERIFIED,TAX-LINEHAUL,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0007,KNO-SEC-ROUTE-001;KNO-LH-COUPLING-BASIC-001
KNO-LH-TRAILER-DOCK-PULL-001,Verifying a trailer is safe and ready before pulling it from a dock,SOURCE_VERIFIED,TAX-LINEHAUL,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0035,KNO-LH-COUPLING-BASIC-001;KNO-LH-CUSTOMER-TRAILER-SECURITY-001;KNO-SEC-ROUTE-001
KNO-PUP-CALLTAG-FRAUD-001,FORGE offers cancellation of all call tags for suspected fraud,PENDING_REVIEW,TAX-PICKUP,HOLD_PENDING_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0006;SRC-GDRIVE-FILE-0008,KNO-FORGE-CALLTAG-SCOPE-001
KNO-PUP-CALLTAG-NOTREADY-001,Call tag package is not ready and the driver cannot return later that day,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-FORGE-CALLTAG-SCOPE-001;KNO-PUP-CALLTAG-REFUSED-001;KNO-PUP-CALLTAG-RESTRICTED-001;KNO-PUP-CALLTAG-SUCCESS-001
KNO-PUP-CALLTAG-REFUSED-001,Recipient refuses a call tag,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-FORGE-CALLTAG-SCOPE-001;KNO-PUP-CALLTAG-NOTREADY-001;KNO-PUP-CALLTAG-RESTRICTED-001;KNO-PUP-CALLTAG-SUCCESS-001
KNO-PUP-CALLTAG-RESTRICTED-001,"Call tag package cannot be accepted because of restrictions, packaging, damage, or hazardous materials",SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-FORGE-CALLTAG-SCOPE-001;KNO-HAZ-LEAK-001;KNO-PUP-CALLTAG-NOTREADY-001;KNO-PUP-CALLTAG-REFUSED-001;KNO-PUP-CALLTAG-SUCCESS-001
KNO-PUP-CALLTAG-SUCCESS-001,Successfully picking up a call-tag package,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-FORGE-CALLTAG-SCOPE-001;KNO-PUP-CALLTAG-NOTREADY-001;KNO-PUP-CALLTAG-REFUSED-001;KNO-PUP-CALLTAG-RESTRICTED-001
KNO-PUP-DROPBOX-CONNECTION-001,FedEx Drop Box will not open through the available electronic connection method,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0008,KNO-PUP-DROPBOX-EARLY-LAST-001;KNO-PUP-DROPBOX-HOLIDAY-001;KNO-PUP-DROPBOX-SETTINGS-001
KNO-PUP-DROPBOX-EARLY-LAST-001,Recording an Early Last Pickup for a FedEx Drop Box,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0008,KNO-PUP-DROPBOX-CONNECTION-001;KNO-PUP-DROPBOX-SCHEDULE-001
KNO-PUP-DROPBOX-HOLIDAY-001,Recording a holiday closing and next pickup day on a FedEx Drop Box,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0008,KNO-PUP-DROPBOX-CONNECTION-001;KNO-PUP-DROPBOX-SCHEDULE-001
KNO-PUP-DROPBOX-SCHEDULE-001,"Determining who may authorize a drop-box time, holiday date, or early-last-pickup change",PENDING_REVIEW,TAX-PICKUP,HOLD_PENDING_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-DROPBOX-EARLY-LAST-001;KNO-PUP-DROPBOX-HOLIDAY-001;KNO-PUP-DROPBOX-SETTINGS-001
KNO-PUP-DROPBOX-SERIAL-001,Recording a FedEx Drop Box serial number for a listed pickup,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0008,KNO-PUP-DROPBOX-SETTINGS-001
KNO-PUP-DROPBOX-SETTINGS-001,Setting up or updating FedEx Drop Box pickup settings,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0008,KNO-PUP-DROPBOX-CONNECTION-001;KNO-PUP-DROPBOX-SERIAL-001;KNO-PUP-DROPBOX-SCHEDULE-001
KNO-PUP-INTERNATIONAL-DOCS-001,Picking up an international shipment and confirming required documents,PENDING_REVIEW,TAX-PICKUP,HOLD_PENDING_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008;SRC-MGB-DOC-0047,KNO-PUP-UNLISTED-001
KNO-PUP-OFFER-DECLINE-001,Business contact receives a new scheduled pickup offer in FORGE,PENDING_REVIEW,TAX-PICKUP,HOLD_PENDING_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-WRONG-WA-001
KNO-PUP-PACKAGING-001,"Pickup package appears damaged, poorly sealed, reused, or still displays old shipping labels",PENDING_REVIEW,TAX-PICKUP,HOLD_PENDING_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-CALLTAG-RESTRICTED-001;KNO-HAZ-LEAK-001;KNO-HAZ-ACCEPTANCE-001
KNO-PUP-PRR-001,CXPC sends a Pickup Research Request about a reported missed pickup,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-WINDOW-RISK-001
KNO-PUP-RECEIPT-001,Printing a pickup receipt after successfully picking up packages,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0047,KNO-PUP-SCAN-INTEGRITY-001
KNO-PUP-SCAN-INTEGRITY-001,Scanning and reconciling packages at a pickup,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0002,KNO-PUP-SCANNER-FAIL-001;KNO-FORGE-STANDARD-PICKUP-001;KNO-PUP-UNLISTED-001
KNO-PUP-SCANNER-FAIL-001,Pickup package cannot be scanned because the scanner fails,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-FORGE-CAMERA-SCAN-001
KNO-PUP-SENSEAWARE-NOHEALTHY-001,SenseAware pickup has no healthy readable tag,SOURCE_VERIFIED,TAX-SENSEAWARE,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008;SRC-GDRIVE-FILE-0014,
KNO-PUP-SERVICE-TYPES-001,Identifying the pickup service type shown in FORGE,POTENTIALLY_OUTDATED,TAX-PICKUP,HOLD_POTENTIALLY_OUTDATED,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-GDRIVE-FILE-0002,KNO-PUP-UNLISTED-001;KNO-PUP-CALLTAG-SUCCESS-001;KNO-PUP-ZERO-001;KNO-PUP-WINDOW-RISK-001
KNO-PUP-UNLISTED-001,Customer tenders a pickup that is not on the downloaded pickup list,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0008,KNO-PUP-SCAN-INTEGRITY-001;KNO-PUP-PACKAGING-001;KNO-HAZ-ACCEPTANCE-001;KNO-PUP-CALLTAG-RESTRICTED-001
KNO-PUP-VEHICLE-CAPACITY-001,All packages at a pickup will not fit in the vehicle,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-WINDOW-RISK-001
KNO-PUP-WEIGHT-ENTRY-001,Responding to a FORGE package-weight prompt during pickup,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0047,
KNO-PUP-WINDOW-RISK-001,Pickup cannot be completed within the customer's pickup window,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-PRR-001;KNO-PUP-WRONG-WA-001
KNO-PUP-WRONG-WA-001,Pickup is assigned to the wrong work area or driver,SOURCE_VERIFIED,TAX-PICKUP,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-PUP-WINDOW-RISK-001
KNO-PUP-ZERO-001,Listed pickup has zero packages,SOURCE_VERIFIED,TAX-PICKUP,ALREADY_ACTIVE_V2,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0008;SRC-GDRIVE-FILE-0014,KNO-PUP-CALLTAG-NOTREADY-001
KNO-QUAL-L10-ACTIVATION-001,Determining whether an L10 ISP driver qualification/activation process is complete,PENDING_REVIEW,TAX-QUALIFICATION,HOLD_PENDING_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-GDRIVE-FILE-0016;SRC-MGB-PAGE-0004;SRC-MGB-PAGE-0005,KNO-SEC-LOST-BADGE-001
KNO-QUAL-OBSERVER-001,Confirming whether a person may act as a Qualified Observer for P&D observed-hours rides,SOURCE_VERIFIED,TAX-QUALIFICATION,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0005,KNO-QUAL-PD-SEQUENCE-001;KNO-QUAL-PD-ROADTEST-001
KNO-QUAL-PD-ROADTEST-001,Determining whether a P&D driver candidate is ready for and has completed the required road test,SOURCE_VERIFIED,TAX-QUALIFICATION,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0039,KNO-QUAL-L10-ACTIVATION-001;KNO-VEH-PRETRIP-DEFECT-001
KNO-QUAL-PD-SEQUENCE-001,Completing P&D Qualification Certification and observed-hours rides after the road test,SOURCE_VERIFIED,TAX-QUALIFICATION,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0005,KNO-QUAL-PD-ROADTEST-001;KNO-QUAL-L10-ACTIVATION-001;KNO-QUAL-OBSERVER-001
KNO-QUAL-RECERT-001,Checking P&D Qualification Certification expiration and completing the visible recertification stages,SOURCE_VERIFIED,TAX-QUALIFICATION,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0004;SRC-MGB-PAGE-0005,KNO-QUAL-L10-ACTIVATION-001;KNO-QUAL-PD-ROADTEST-001;KNO-QUAL-VEHICLE-UPGRADE-001
KNO-QUAL-VEHICLE-UPGRADE-001,Qualifying a driver to operate a vehicle of larger weight or size,SOURCE_VERIFIED,TAX-QUALIFICATION,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0005,KNO-QUAL-PD-ROADTEST-001;KNO-QUAL-RECERT-001;KNO-FORGE-LOGIN-WARNING-001
KNO-SAF-DISTRACTION-001,Driver is tempted to perform a distracting activity while driving,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0039,KNO-FORGE-DEVICE-ROAD-001;KNO-SAF-SUMMER-TRAFFIC-001
KNO-SAF-DOG-ENCOUNTER-001,"An unfamiliar dog is present, approaches, knocks the driver down, or wounds the driver",SOURCE_VERIFIED,TAX-INCIDENT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0011,KNO-DEL-SAFEPLACE-001;KNO-DEL-PLACEMENT-HAZARD-001
KNO-SAF-HYDRATION-001,Driver needs to stay hydrated during summer work,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0039,KNO-SAF-SUMMER-TRAFFIC-001;KNO-SAF-SUN-EXPOSURE-001
KNO-SAF-REDLIGHT-001,Driver approaches a red traffic signal,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0038,KNO-SAF-SIDESWIPE-001
KNO-SAF-SIDESWIPE-001,Driver needs to prevent a sideswipe collision,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0038,KNO-SAF-REDLIGHT-001
KNO-SAF-SUMMER-TRAFFIC-001,Driver is operating in heavier summer traffic or work-zone conditions,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0039,KNO-SAF-SIDESWIPE-001;KNO-SAF-HYDRATION-001;KNO-SAF-DISTRACTION-001
KNO-SAF-SUN-EXPOSURE-001,Driver needs protection from sun exposure,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-DOC-0039,KNO-SAF-HYDRATION-001
KNO-SAFETY-HEAT-ILLNESS-001,Driver or coworker shows signs of heat illness,SOURCE_VERIFIED,TAX-INCIDENT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0019,KNO-INC-ACCIDENT-REPORT-001
KNO-SEC-ACTIVE-THREAT-001,Active threat or attacker with a weapon,SOURCE_VERIFIED,TAX-SECURITY,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,
KNO-SEC-FACILITY-VEHICLE-001,Parking or entering a FedEx facility in a personal or Alternative Vehicle,SOURCE_VERIFIED,TAX-SECURITY,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-CX-APPEARANCE-001;KNO-SEC-WEAPONS-SCREENING-001
KNO-SEC-INCIDENT-REPORT-001,"Reporting violence, robbery, vehicle burglary with package loss, or another security incident",SOURCE_VERIFIED,TAX-SECURITY,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0007,KNO-SEC-ROUTE-001;KNO-SEC-ACTIVE-THREAT-001;KNO-SEC-STOLEN-VEHICLE-001
KNO-SEC-LOST-BADGE-001,"FedEx ID badge is forgotten, lost, or later found after replacement",SOURCE_VERIFIED,TAX-SECURITY,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-ETH-FALSIFICATION-001
KNO-SEC-ROUTE-001,Securing the vehicle and packages during ordinary on-route stops,SOURCE_VERIFIED,TAX-SECURITY,FUTURE_SELECTIVE_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-GDRIVE-FILE-0001;SRC-MGB-PAGE-0007,KNO-SEC-STOLEN-VEHICLE-001;KNO-SEC-ACTIVE-THREAT-001;KNO-SEC-INCIDENT-REPORT-001;KNO-VEH-PRETRIP-DEFECT-001
KNO-SEC-STOLEN-VEHICLE-001,FedEx-branded or shipment-laden vehicle is stolen,PENDING_REVIEW,TAX-SECURITY,HOLD_PENDING_REVIEW,SOME_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014;SRC-MGB-PAGE-0007,KNO-INC-ACCIDENT-REPORT-001
KNO-SEC-WEAPONS-SCREENING-001,Possessing a weapon or undergoing security screening at a FedEx facility,SOURCE_VERIFIED,TAX-SECURITY,FUTURE_SELECTIVE_REVIEW,ALL_REFERENCED_SOURCES_REINTRODUCED,SRC-GDRIVE-FILE-0014,KNO-SEC-FACILITY-VEHICLE-001;KNO-SEC-ACTIVE-THREAT-001
KNO-VEH-ALT-ONBOARD-001,Determining whether a personal or passenger-type Alternative Vehicle is ready to provide service,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0034,KNO-SEC-FACILITY-VEHICLE-001;KNO-CX-APPEARANCE-001;KNO-VEH-RENTAL-PREP-001
KNO-VEH-ANNUAL-INSPECTION-001,"Vehicle annual inspection is expired, missing, or incomplete",PENDING_REVIEW,TAX-DOT,HOLD_PENDING_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0021,KNO-VEH-PRETRIP-DEFECT-001
KNO-VEH-CA-90DAY-INSPECTION-001,California P&D vehicle's 90-day inspection is expired or has uncorrected defects,PENDING_REVIEW,TAX-DOT,HOLD_PENDING_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0022,KNO-VEH-ANNUAL-INSPECTION-001;KNO-VEH-PRETRIP-DEFECT-001
KNO-VEH-PRETRIP-DEFECT-001,Pre-trip inspection finds an observable vehicle defect,SOURCE_VERIFIED,TAX-DOT,FUTURE_SELECTIVE_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0014,KNO-ETH-FALSIFICATION-001
KNO-VEH-RENTAL-PREP-001,Preparing and identifying a rental vehicle for P&D service,PENDING_REVIEW,TAX-DOT,HOLD_PENDING_REVIEW,ARCHIVE_ONLY_OR_NOT_REINTRODUCED,SRC-MGB-PAGE-0020,KNO-HOS-RENTAL-ELD-001;KNO-FORGE-VEHICLE-CHANGE-001
