archive_id,parent_source_id,link_order,archive_label,year_month,url,discovery_locator,access_status,review_status,relevance_status,acquisition_status,required_action
MGB-ARCHIVE-0061,SRC-MGB-PAGE-0023,86,February 2019,2019-02,https://www.mygroundbiz.com/news?sort=Date&archive=2019-02&if=True,Recent Customer Alerts link inventory row 87 (link order 86),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0062,SRC-MGB-PAGE-0023,87,January 2019,2019-01,https://www.mygroundbiz.com/news?sort=Date&archive=2019-01&if=True,Recent Customer Alerts link inventory row 88 (link order 87),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0063,SRC-MGB-PAGE-0023,88,December 2018,2018-12,https://www.mygroundbiz.com/news?sort=Date&archive=2018-12&if=True,Recent Customer Alerts link inventory row 89 (link order 88),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0064,SRC-MGB-PAGE-0023,89,November 2018,2018-11,https://www.mygroundbiz.com/news?sort=Date&archive=2018-11&if=True,Recent Customer Alerts link inventory row 90 (link order 89),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0065,SRC-MGB-PAGE-0023,90,October 2018,2018-10,https://www.mygroundbiz.com/news?sort=Date&archive=2018-10&if=True,Recent Customer Alerts link inventory row 91 (link order 90),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0066,SRC-MGB-PAGE-0023,91,September 2018,2018-09,https://www.mygroundbiz.com/news?sort=Date&archive=2018-09&if=True,Recent Customer Alerts link inventory row 92 (link order 91),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0067,SRC-MGB-PAGE-0023,92,August 2018,2018-08,https://www.mygroundbiz.com/news?sort=Date&archive=2018-08&if=True,Recent Customer Alerts link inventory row 93 (link order 92),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0068,SRC-MGB-PAGE-0023,93,July 2018,2018-07,https://www.mygroundbiz.com/news?sort=Date&archive=2018-07&if=True,Recent Customer Alerts link inventory row 94 (link order 93),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0069,SRC-MGB-PAGE-0023,94,June 2018,2018-06,https://www.mygroundbiz.com/news?sort=Date&archive=2018-06&if=True,Recent Customer Alerts link inventory row 95 (link order 94),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0070,SRC-MGB-PAGE-0023,95,May 2018,2018-05,https://www.mygroundbiz.com/news?sort=Date&archive=2018-05&if=True,Recent Customer Alerts link inventory row 96 (link order 95),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0071,SRC-MGB-PAGE-0023,96,April 2018,2018-04,https://www.mygroundbiz.com/news?sort=Date&archive=2018-04&if=True,Recent Customer Alerts link inventory row 97 (link order 96),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0072,SRC-MGB-PAGE-0023,97,March 2018,2018-03,https://www.mygroundbiz.com/news?sort=Date&archive=2018-03&if=True,Recent Customer Alerts link inventory row 98 (link order 97),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0073,SRC-MGB-PAGE-0023,98,February 2018,2018-02,https://www.mygroundbiz.com/news?sort=Date&archive=2018-02&if=True,Recent Customer Alerts link inventory row 99 (link order 98),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0074,SRC-MGB-PAGE-0023,99,January 2018,2018-01,https://www.mygroundbiz.com/news?sort=Date&archive=2018-01&if=True,Recent Customer Alerts link inventory row 100 (link order 99),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0075,SRC-MGB-PAGE-0023,100,December 2017,2017-12,https://www.mygroundbiz.com/news?sort=Date&archive=2017-12&if=True,Recent Customer Alerts link inventory row 101 (link order 100),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0076,SRC-MGB-PAGE-0023,101,November 2017,2017-11,https://www.mygroundbiz.com/news?sort=Date&archive=2017-11&if=True,Recent Customer Alerts link inventory row 102 (link order 101),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0077,SRC-MGB-PAGE-0023,102,October 2017,2017-10,https://www.mygroundbiz.com/news?sort=Date&archive=2017-10&if=True,Recent Customer Alerts link inventory row 103 (link order 102),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0078,SRC-MGB-PAGE-0023,103,September 2017,2017-09,https://www.mygroundbiz.com/news?sort=Date&archive=2017-09&if=True,Recent Customer Alerts link inventory row 104 (link order 103),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0079,SRC-MGB-PAGE-0023,104,August 2017,2017-08,https://www.mygroundbiz.com/news?sort=Date&archive=2017-08&if=True,Recent Customer Alerts link inventory row 105 (link order 104),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0080,SRC-MGB-PAGE-0023,105,July 2017,2017-07,https://www.mygroundbiz.com/news?sort=Date&archive=2017-07&if=True,Recent Customer Alerts link inventory row 106 (link order 105),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0081,SRC-MGB-PAGE-0023,106,June 2017,2017-06,https://www.mygroundbiz.com/news?sort=Date&archive=2017-06&if=True,Recent Customer Alerts link inventory row 107 (link order 106),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0082,SRC-MGB-PAGE-0023,107,May 2017,2017-05,https://www.mygroundbiz.com/news?sort=Date&archive=2017-05&if=True,Recent Customer Alerts link inventory row 108 (link order 107),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0083,SRC-MGB-PAGE-0023,108,April 2017,2017-04,https://www.mygroundbiz.com/news?sort=Date&archive=2017-04&if=True,Recent Customer Alerts link inventory row 109 (link order 108),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0084,SRC-MGB-PAGE-0023,109,March 2017,2017-03,https://www.mygroundbiz.com/news?sort=Date&archive=2017-03&if=True,Recent Customer Alerts link inventory row 110 (link order 109),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0085,SRC-MGB-PAGE-0023,110,February 2017,2017-02,https://www.mygroundbiz.com/news?sort=Date&archive=2017-02&if=True,Recent Customer Alerts link inventory row 111 (link order 110),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0086,SRC-MGB-PAGE-0023,111,January 2017,2017-01,https://www.mygroundbiz.com/news?sort=Date&archive=2017-01&if=True,Recent Customer Alerts link inventory row 112 (link order 111),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0087,SRC-MGB-PAGE-0023,112,June 2016,2016-06,https://www.mygroundbiz.com/news?sort=Date&archive=2016-06&if=True,Recent Customer Alerts link inventory row 113 (link order 112),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0088,SRC-MGB-PAGE-0023,113,April 2016,2016-04,https://www.mygroundbiz.com/news?sort=Date&archive=2016-04&if=True,Recent Customer Alerts link inventory row 114 (link order 113),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0089,SRC-MGB-PAGE-0023,114,February 2016,2016-02,https://www.mygroundbiz.com/news?sort=Date&archive=2016-02&if=True,Recent Customer Alerts link inventory row 115 (link order 114),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0090,SRC-MGB-PAGE-0023,115,January 2016,2016-01,https://www.mygroundbiz.com/news?sort=Date&archive=2016-01&if=True,Recent Customer Alerts link inventory row 116 (link order 115),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0091,SRC-MGB-PAGE-0023,116,December 2015,2015-12,https://www.mygroundbiz.com/news?sort=Date&archive=2015-12&if=True,Recent Customer Alerts link inventory row 117 (link order 116),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0092,SRC-MGB-PAGE-0023,117,November 2015,2015-11,https://www.mygroundbiz.com/news?sort=Date&archive=2015-11&if=True,Recent Customer Alerts link inventory row 118 (link order 117),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0093,SRC-MGB-PAGE-0023,118,October 2015,2015-10,https://www.mygroundbiz.com/news?sort=Date&archive=2015-10&if=True,Recent Customer Alerts link inventory row 119 (link order 118),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0094,SRC-MGB-PAGE-0023,119,September 2015,2015-09,https://www.mygroundbiz.com/news?sort=Date&archive=2015-09&if=True,Recent Customer Alerts link inventory row 120 (link order 119),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0095,SRC-MGB-PAGE-0023,120,August 2015,2015-08,https://www.mygroundbiz.com/news?sort=Date&archive=2015-08&if=True,Recent Customer Alerts link inventory row 121 (link order 120),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0096,SRC-MGB-PAGE-0023,121,June 2015,2015-06,https://www.mygroundbiz.com/news?sort=Date&archive=2015-06&if=True,Recent Customer Alerts link inventory row 122 (link order 121),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0097,SRC-MGB-PAGE-0023,122,May 2015,2015-05,https://www.mygroundbiz.com/news?sort=Date&archive=2015-05&if=True,Recent Customer Alerts link inventory row 123 (link order 122),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0098,SRC-MGB-PAGE-0023,123,March 2015,2015-03,https://www.mygroundbiz.com/news?sort=Date&archive=2015-03&if=True,Recent Customer Alerts link inventory row 124 (link order 123),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0099,SRC-MGB-PAGE-0023,124,February 2015,2015-02,https://www.mygroundbiz.com/news?sort=Date&archive=2015-02&if=True,Recent Customer Alerts link inventory row 125 (link order 124),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
MGB-ARCHIVE-0100,SRC-MGB-PAGE-0023,125,January 2015,2015-01,https://www.mygroundbiz.com/news?sort=Date&archive=2015-01&if=True,Recent Customer Alerts link inventory row 126 (link order 125),AUTHENTICATED_LINK_DISCOVERED,NOT_YET_REVIEWED,POTENTIALLY_RELEVANT,NOT_ACQUIRED,Open while authenticated; durably capture the complete archive page; inventory every article and pagination link; assess each article under the broad driver-operational inclusion standard; do not treat archive or article titles as evidence.
